iter	RMSE
515	3.850643791
516	3.849314403
517	3.849003878
518	3.847545792
519	3.845436255
520	3.844606632
521	3.841287685
522	3.839102043
523	3.834981056
524	3.832099378
525	3.831821937
526	3.828374381
527	3.827382555
528	3.826616427
529	3.8231227
530	3.820560979
531	3.819525284
532	3.816323235
533	3.813185408
534	3.810131244
535	3.809119256
536	3.807831521
537	3.806038197
538	3.803496546
539	3.802594622
540	3.798918747
541	3.797463359
542	3.794761688
543	3.794048349
544	3.790662716
545	3.787633411
546	3.785795473
547	3.782549735
548	3.781655339
549	3.779626201
550	3.77847597
551	3.776841808
552	3.773600375
553	3.770622203
554	3.767735375
555	3.762509806
556	3.76186336
557	3.760687604
558	3.758263753
559	3.755272896
560	3.752964087
561	3.750134372
562	3.748292313
563	3.746094524
564	3.742747384
565	3.738967523
566	3.737743506
567	3.734319882
568	3.73383185
569	3.731488439
570	3.728777457
571	3.726958177
572	3.72439102
573	3.722943936
574	3.719342256
575	3.715801852
576	3.711770743
577	3.71081531
578	3.707498795
579	3.705862099
580	3.705653736
581	3.703448075
582	3.702190398
583	3.69921118
584	3.697030834
585	3.695419469
586	3.69193684
587	3.690287704
588	3.685665214
589	3.683238181
590	3.678942721
591	3.67611909
592	3.673970767
593	3.672796854
594	3.670947702
595	3.666866574
596	3.663625635
597	3.659739178
598	3.657548998
599	3.654721913
600	3.652487128
601	3.651166393
602	3.648281378
603	3.647674977
604	3.645905251
605	3.643283079
606	3.642049897
607	3.639556777
608	3.638980748
609	3.637187152
610	3.63409889
611	3.632422999
612	3.630289941
613	3.62785543
614	3.624191821
615	3.621413051
616	3.618859197
617	3.618482403
618	3.615970549
619	3.614215497
620	3.613573517
621	3.611751163
622	3.610578669
623	3.606012514
624	3.605165981
625	3.603181426
626	3.601245906
627	3.599843918
628	3.597958125
629	3.596474392
630	3.595769118
631	3.590963379
632	3.587157979
633	3.584248748
634	3.579672001
635	3.576639725
636	3.575422573
637	3.571993742
638	3.568785846
639	3.566619302
640	3.565611764
641	3.562310988
642	3.560661443
643	3.558546597
644	3.556246468
645	3.555681062
646	3.553633431
647	3.552674763
648	3.552259039
649	3.549131653
650	3.547292981
651	3.544666524
652	3.541962364
653	3.53958575
654	3.536480646
655	3.535283525
656	3.532553542
657	3.531786178
658	3.528007398
659	3.526612725
660	3.52400191
661	3.523075435
662	3.522027698
663	3.519431615
664	3.51602928
665	3.514425053
666	3.510999326
667	3.509121988
668	3.507946545
669	3.505718736
670	3.502632225
671	3.50042743
672	3.497288786
673	3.495860931
674	3.494622798
675	3.491743321
676	3.49027087
677	3.488953315
678	3.487061333
679	3.486413065
680	3.484225292
681	3.482734066
682	3.480395808
683	3.47678572
684	3.474413072
685	3.472965443
686	3.470798631
687	3.467328342
688	3.464757645
689	3.464167834
690	3.463819607
691	3.460582704
692	3.459709956
693	3.458466785
694	3.456117237
695	3.453197227
696	3.450481631
697	3.449242035
698	3.446944438
699	3.445813025
700	3.443054689
701	3.439081931
702	3.438054472
703	3.437169882
704	3.436274892
705	3.433369945
706	3.4313347
707	3.429732007
708	3.427643978
709	3.424906523
710	3.422039723
711	3.420729293
712	3.420676427
713	3.419104498
714	3.417071228
715	3.414506236
716	3.411605287
717	3.408216375
718	3.407384843
719	3.405709951
720	3.405472427
721	3.40282092
722	3.400532414
723	3.399915383
724	3.39849025
725	3.396967222
726	3.394421278
727	3.392863946
728	3.391855416
729	3.389192347
730	3.386215654
731	3.384710778
732	3.381137703
733	3.378719098
734	3.377873833
735	3.377175904
736	3.376270955
737	3.373480908
738	3.372837988
739	3.370381355
740	3.369920869
741	3.367051445
742	3.366625224
743	3.364419364
744	3.36172367
745	3.359006955
746	3.357819554
747	3.35743085
748	3.354977381
749	3.353516375
750	3.351530431
751	3.348739511
752	3.347813951
753	3.34721087
754	3.345142219
755	3.342846627
756	3.340408853
757	3.337749493
758	3.336492468
759	3.333798615
760	3.330517329
761	3.328338502
762	3.325147562
763	3.324025638
764	3.322291328
765	3.32187924
766	3.321562602
767	3.320018742
768	3.316945447
769	3.314699457
770	3.31239676
771	3.311803384
772	3.310984387
773	3.308329169
774	3.307104113
775	3.305183275
776	3.304922844
777	3.302163992
778	3.301532811
779	3.300557921
780	3.298353641
781	3.295835823
782	3.295033292
783	3.29431729
784	3.292145967
785	3.289216071
786	3.28561098
787	3.285301065
788	3.284208515
789	3.283866837
790	3.283401754
791	3.280640784
792	3.278613416
793	3.277706595
794	3.27568819
795	3.273961414
796	3.271439894
797	3.270033841
798	3.269836437
799	3.268978845
800	3.268918276
801	3.268418895
802	3.266740107
803	3.265524383
804	3.262797741
805	3.260516865
806	3.258480495
807	3.257245041
808	3.253851246
809	3.251601208
810	3.249138428
811	3.246453996
812	3.243912066
813	3.242180107
814	3.239296703
815	3.237317303
816	3.234027415
817	3.231951235
818	3.231119168
819	3.230204441
820	3.228310437
821	3.22706641
822	3.226941846
823	3.226653057
824	3.225649394
825	3.224513489
826	3.224173352
827	3.221555817
828	3.220679826
829	3.220575594
830	3.219218497
831	3.218488199
832	3.216327579
833	3.21574048
834	3.214318389
835	3.212071907
836	3.210573332
837	3.210315482
838	3.209223183
839	3.207846639
840	3.203534679
841	3.202873132
842	3.201849242
843	3.201542143
844	3.200252534
845	3.199701199
846	3.198421416
847	3.1969789
848	3.194244202
849	3.191635819
850	3.191078794
851	3.189238954
852	3.188238398
853	3.186700514
854	3.183973915
855	3.182260863
856	3.182114284
857	3.179972568
858	3.179530644
859	3.177593277
860	3.176135792
861	3.174930648
862	3.17371743
863	3.173097101
864	3.170485926
865	3.168415836
866	3.166747007
867	3.166425079
868	3.164798833
869	3.16392038
870	3.16374112
871	3.162605539
872	3.159747867
873	3.157580132
874	3.155599903
875	3.153088078
876	3.151809264
877	3.149930322
878	3.148111534
879	3.146968585
880	3.145224983
881	3.142376211
882	3.142163873
883	3.1419458
884	3.140808852
885	3.139584596
886	3.137918803
887	3.137882469
888	3.136903206
889	3.135987868
890	3.13393419
891	3.132088218
892	3.129780252
893	3.129619462
894	3.127149306
895	3.126018402
896	3.124760912
897	3.12360759
898	3.123347695
899	3.121764734
900	3.119712407
901	3.11794801
902	3.115595798
903	3.112558552
904	3.11123333
905	3.10956064
906	3.107946681
907	3.106039995
908	3.104744816
909	3.103240784
910	3.102089235
911	3.101255484
912	3.100375697
913	3.099331505
914	3.098798154
915	3.09610765
916	3.095084249
917	3.094024756
918	3.091643908
919	3.090592526
920	3.08989732
921	3.087090682
922	3.085344546
923	3.08506091
924	3.084130071
925	3.082907385
926	3.081692122
927	3.079343014
928	3.079279501
929	3.07854027
930	3.07528538
931	3.073658831
932	3.073428338
933	3.072421998
934	3.069979122
935	3.067604434
936	3.06742288
937	3.064377822
938	3.062835769
939	3.059657188
940	3.058006444
941	3.056908447
942	3.05415247
943	3.053200867
944	3.048985552
945	3.048298658
946	3.046820363
947	3.044708733
948	3.043696121
949	3.043586613
950	3.042243162
951	3.041525339
952	3.039818916
953	3.039121104
954	3.036586203
955	3.035792131
956	3.035558793
957	3.034400864
958	3.034108488
959	3.032203624
960	3.030145175
961	3.028335807
962	3.028073232
963	3.026771078
964	3.02465808
965	3.023621291
966	3.020007316
967	3.018979732
968	3.017443599
969	3.015475923
970	3.014317061
971	3.013471144
972	3.012443308
973	3.008994995
974	3.007595571
975	3.00571277
976	3.00237473
977	3.001171372
978	2.999096365
979	2.997391807
980	2.995836611
981	2.993025625
982	2.991826445
983	2.991295592
984	2.991034433
985	2.989424184
986	2.987801651
987	2.987189736
988	2.985765157
989	2.983420185
990	2.982401925
991	2.97840036
992	2.975698116
993	2.974732205
994	2.971690581
995	2.971533382
996	2.971315511
997	2.969377732
998	2.968719288
999	2.968236356
